State,Agency Type,Agency Name,Population1,"Total Offenses","Crimes Against Persons","Crimes Against Property","Crimes Against Society","Assault Offenses","Aggravated Assault","Simple Assault",Intimidation,"Homicide Offenses","Murder and Nonnegligent Manslaughter","Negligent Man- 1slaughter","Justifiable Homicide","Human Trafficking Offenses","Commercial Sex Acts","Involuntary Servitude","Kidnapping/ Abduction","Sex Offenses",Rape,Sodomy,"Sexual Assault With an Object",Fondling,Incest,"Statutory Rape",Arson,Bribery,"Burglary/ Breaking & Entering","Counter- feiting/ Forgery","Destruction/ Damage/ Vandalism of Property","Embezzle- ment","Extortion/ Blackmail","Fraud Offenses","False Pretenses/ Swindle/ Confidence Game","Credit Card/ Automated Teller Machine Fraud","Imper- sonation","Welfare Fraud","Wire Fraud","Identity  Theft","Hacking/ Computer  Invasion","Larceny/ Theft Offenses","Pocket- picking","Purse- snatching","Shop- lifting","Theft From Building","Theft From Coin Op- erated Machine or Device","Theft from Motor Vehicle","Theft of  Motor  Vehicle Parts or Acces- sories","All Other Larceny","Motor Vehicle Theft",Robbery,"Stolen Property Offenses","Animal  Cruelty","Drug/ Narcotic Offenses","Drug/ Narcotic Violations","Drug Equipment Violations","Gambling Offenses","Betting/ Wagering","Operating/ Promoting/ Assisting Gambling","Gambling Equipment Violations","Sports Tampering","Por- nography/ Obscene Material","Pros- titution Offenses","Pros- titution","Assisting or Promoting Prostitution","Purchasing Prostitution","Weapon Law Violations"
VIRGINIA,State Police,Southampton County,,61,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,1
VIRGINIA,State Police,South Boston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIRGINIA,State Police,Spotsylvania County,,109,10,29,70,8,6,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,20,19,0,1,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,2,0,65,63,2,0,0,0,0,0,2,0,0,0,0,3
VIRGINIA,State Police,Stafford County,,90,16,19,55,14,3,10,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,10,1,0,9,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,51,50,1,0,0,0,0,0,2,0,0,0,0,2
VIRGINIA,State Police,Staunton,,62,9,10,43,4,2,2,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,5
VIRGINIA,State Police,Suffolk,,44,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,25,25,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,8,7,1,0,0,0,0,0,0,0,0,0,0,3
VIRGINIA,State Police,Surry County,,14,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
VIRGINIA,State Police,Sussex County,,36,3,10,23,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,22,22,0,0,0,0,0,0,0,0,0,0,0,1
VIRGINIA,State Police,Tazewell County,,176,22,42,112,17,6,8,3,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,3,5,4,0,0,17,17,0,0,0,0,0,0,12,0,0,3,0,0,0,0,9,1,0,0,0,101,99,2,0,0,0,0,0,2,0,0,0,0,9
VIRGINIA,State Police,Virginia Beach,,253,14,138,101,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,5,3,0,106,102,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,31,31,0,0,0,0,0,0,1,0,0,0,0,69
VIRGINIA,State Police,Warren County,,238,0,17,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216,209,7,0,0,0,0,0,1,0,0,0,0,4
VIRGINIA,State Police,Washington County,,82,14,31,37,11,3,8,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,1,0,17,14,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6,3,0,0,0,31,28,3,0,0,0,0,0,1,0,0,0,0,5
VIRGINIA,State Police,Waynesboro,,68,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,62,62,0,0,0,0,0,0,1,0,0,0,0,2
VIRGINIA,State Police,Westmoreland County,,33,8,6,19,7,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,1
VIRGINIA,State Police,Winchester,,154,1,12,141,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,139,139,0,0,0,0,0,0,0,0,0,0,0,2
VIRGINIA,State Police,Wise County,,86,13,26,47,8,5,2,1,2,1,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,2,1,0,0,17,13,0,4,0,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,37,35,2,0,0,0,0,0,1,0,0,0,0,9
VIRGINIA,State Police,Wythe County,,154,15,62,77,11,8,1,2,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,3,0,1,3,6,0,1,33,29,1,3,0,0,0,0,12,0,0,1,0,0,0,0,11,0,1,2,0,69,65,4,0,0,0,0,0,1,0,0,0,0,7
VIRGINIA,State Police,York County,,46,5,12,29,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,1
VIRGINIA,Other,Alcoholic Beverage Control Commission,,100,5,91,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,7,0,16,6,8,2,0,0,0,0,48,1,0,13,0,0,0,0,34,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
VIRGINIA,Other,Department of Conservation and Recreation,,70,4,50,16,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,1,1,0,0,0,0,37,0,0,0,0,0,11,0,26,0,0,1,0,15,14,1,0,0,0,0,0,0,0,0,0,0,1
VIRGINIA,Other,Department of Game and Inland Fisheries Enforcement Division,,477,6,77,394,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,30,23,1,6,0,0,0,0,20,0,0,0,0,0,0,0,20,2,0,0,0,183,178,5,0,0,0,0,0,0,0,0,0,0,211
VIRGINIA,Other,Department of Motor Vehicles,,843,0,838,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,356,4,90,0,276,269,2,5,0,0,0,0,11,0,0,0,0,0,0,0,11,63,0,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2
VIRGINIA,Other,Norfolk Airport Authority,,111,12,79,20,12,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0,52,0,0,0,20,0,5,1,26,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19
VIRGINIA,Other,Port Authority Norfolk,,5,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
VIRGINIA,Other,Reagan National Airport,,"1,722",87,669,966,86,1,82,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,19,46,11,0,141,110,24,7,0,0,0,0,378,1,0,7,0,0,20,0,350,65,0,6,0,276,272,4,0,0,0,0,0,0,0,0,0,0,690
VIRGINIA,Other,Richmond International Airport,,91,1,63,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,32,31,1,0,0,0,0,0,17,0,0,0,1,0,2,0,14,10,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,15
VIRGINIA,Other,Virginia State Capitol,,74,8,57,9,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,1,1,0,0,0,0,0,0,25,0,0,1,15,0,0,0,9,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,2
WASHINGTON,Cities,Aberdeen,"16,404","1,783",442,"1,050",291,393,55,299,39,0,0,0,0,0,0,0,3,46,14,1,0,30,0,1,3,0,159,23,113,0,1,31,7,18,4,0,1,1,0,619,1,14,424,38,2,49,23,68,63,16,22,0,265,118,147,0,0,0,0,0,2,0,0,0,0,24
WASHINGTON,Cities,Airway Heights,"9,085","1,011",158,784,69,141,21,112,8,0,0,0,0,0,0,0,3,14,6,2,0,6,0,0,2,0,73,21,130,2,1,47,7,19,0,2,0,18,1,405,0,1,111,64,2,110,14,103,64,4,35,0,64,58,6,0,0,0,0,0,0,0,0,0,0,5
WASHINGTON,Cities,Algona,"3,207",63,14,46,3,13,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,0,11,0,0,3,0,1,2,0,0,0,0,18,0,1,0,2,0,1,0,14,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
WASHINGTON,Cities,Anacortes,"17,130","1,125",152,652,321,138,19,101,18,0,0,0,0,0,0,0,0,14,8,0,0,6,0,0,1,0,64,9,189,2,2,49,17,16,8,0,2,3,3,312,0,0,72,52,1,83,3,101,9,3,12,0,293,133,160,1,1,0,0,0,2,0,0,0,0,25
WASHINGTON,Cities,Arlington,"19,394","1,570",247,"1,131",192,220,37,162,21,0,0,0,0,0,0,0,2,25,14,2,0,6,1,2,1,1,119,68,217,2,1,48,3,4,4,0,0,35,2,566,4,3,140,70,0,105,25,219,76,8,24,4,174,56,118,0,0,0,0,0,3,0,0,0,0,11
WASHINGTON,Cities,Auburn,"82,381","7,803","1,291","5,365","1,147","1,164",188,954,22,1,1,0,0,0,0,0,35,91,48,11,0,26,2,4,21,0,607,117,"1,338",0,9,181,11,29,139,0,2,0,0,"2,171",4,27,257,61,3,737,144,938,635,121,165,11,"1,002",477,525,0,0,0,0,0,11,21,21,0,0,102
WASHINGTON,Cities,Bainbridge Island,"24,739",595,135,443,17,122,12,66,44,1,1,0,0,0,0,0,0,12,10,0,0,2,0,0,2,0,50,17,93,1,5,56,1,0,22,0,0,32,1,205,2,0,18,8,0,17,2,158,7,2,5,0,14,11,3,0,0,0,0,0,0,0,0,0,0,3
WASHINGTON,Cities,Battle Ground,"21,002",865,169,621,75,147,18,102,27,2,2,0,0,0,0,0,3,17,5,2,2,8,0,0,3,0,55,5,125,0,1,29,1,1,26,0,0,1,0,352,2,0,108,51,0,60,1,130,34,4,13,0,71,63,8,0,0,0,0,0,0,0,0,0,0,4
WASHINGTON,Cities,Bellevue,"146,913","6,394",831,"5,280",283,789,85,480,224,0,0,0,0,0,0,0,6,36,18,9,0,5,0,4,16,0,515,56,534,16,10,172,53,106,13,0,0,0,0,"3,471",29,33,995,298,0,923,99,"1,094",388,82,20,0,252,151,101,0,0,0,0,0,7,3,3,0,0,21
WASHINGTON,Cities,Bellingham,"90,208","6,936",968,"5,588",380,899,121,517,261,0,0,0,0,0,0,0,17,52,30,4,0,13,0,5,5,0,459,124,"1,465",0,5,176,6,153,17,0,0,0,0,"3,028",0,1,367,141,1,551,40,"1,927",168,53,105,0,301,301,0,0,0,0,0,0,16,7,5,2,0,56
WASHINGTON,Cities,Black Diamond,"4,476",31,8,21,2,7,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,8,0,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Cities,Bonney Lake,"21,192",962,119,746,97,98,22,74,2,0,0,0,0,0,0,0,2,19,9,1,0,6,0,3,3,0,79,29,132,0,3,68,20,14,33,0,1,0,0,365,0,1,97,31,0,103,12,121,43,2,22,0,80,48,32,0,0,0,0,0,1,1,0,1,0,15
WASHINGTON,Cities,Bothell,"46,387","2,183",268,"1,472",443,242,30,162,50,0,0,0,0,0,0,0,4,22,16,1,0,5,0,0,6,0,139,31,212,2,3,38,25,3,10,0,0,0,0,884,2,6,126,87,0,0,284,379,80,19,58,2,409,173,236,0,0,0,0,0,3,1,1,0,0,28
WASHINGTON,Cities,Brier,"6,975",128,33,84,11,31,3,23,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,9,1,16,0,0,14,3,0,2,0,0,9,0,38,1,0,1,6,0,14,0,16,4,0,1,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Cities,Buckley,"5,402",257,51,147,59,46,3,43,0,0,0,0,0,0,0,0,0,5,1,0,1,3,0,0,2,0,21,2,42,0,0,12,0,1,11,0,0,0,0,55,0,0,1,16,0,12,2,24,10,1,2,0,50,31,19,0,0,0,0,0,1,0,0,0,0,8
WASHINGTON,Cities,Burlington,"8,839","1,367",147,"1,093",127,143,8,115,20,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,82,10,281,2,0,57,28,4,11,0,0,14,0,594,0,2,306,19,0,119,4,144,41,5,21,0,109,72,37,0,0,0,0,0,0,0,0,0,0,18
WASHINGTON,Cities,Camas,"23,865",514,123,377,14,107,7,89,11,1,1,0,0,0,0,0,0,15,7,1,2,5,0,0,1,0,34,3,87,0,2,34,0,1,32,0,0,1,0,198,0,0,1,9,0,58,3,127,15,2,1,0,12,11,1,0,0,0,0,0,0,0,0,0,0,2
WASHINGTON,Cities,Castle Rock,"2,251",142,33,94,15,31,2,22,7,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,10,3,14,0,0,6,1,3,2,0,0,0,0,52,0,0,9,7,0,18,0,18,9,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Cities,Centralia,"17,299","1,840",432,"1,139",269,377,46,318,13,0,0,0,0,0,0,0,14,41,17,2,0,20,0,2,1,0,146,22,199,0,3,67,17,13,37,0,0,0,0,596,0,4,199,2,1,92,9,289,62,23,20,0,251,163,88,0,0,0,0,0,4,1,1,0,0,13
WASHINGTON,Cities,Chehalis,"7,573",878,158,658,62,150,14,118,18,0,0,0,0,0,0,0,3,5,1,0,0,4,0,0,0,0,68,31,125,0,0,30,8,15,7,0,0,0,0,368,0,4,153,18,0,79,2,112,21,2,13,0,58,53,5,0,0,0,0,0,1,0,0,0,0,3
WASHINGTON,Cities,Cheney,"12,715",666,359,290,17,337,25,87,225,0,0,0,0,1,1,0,0,21,15,3,0,2,0,1,0,0,45,13,65,0,2,15,0,8,0,0,6,1,0,135,0,0,29,17,0,36,1,52,13,0,2,0,10,9,1,0,0,0,0,0,0,0,0,0,0,7
WASHINGTON,Cities,Chewelah,"2,643",83,26,48,9,25,5,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,12,0,0,1,0,0,1,0,0,0,0,26,0,0,3,5,0,8,2,8,2,0,2,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Cities,Clarkston,"7,417",747,161,508,78,150,8,141,1,0,0,0,0,0,0,0,1,10,5,0,0,4,0,1,2,0,54,4,137,1,0,17,12,5,0,0,0,0,0,277,0,2,92,57,0,54,4,68,11,4,1,0,58,37,21,0,0,0,0,0,5,0,0,0,0,15
WASHINGTON,Cities,Cle Elum,"2,966",188,33,138,17,33,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,55,0,0,1,0,1,0,0,0,0,0,57,0,0,7,0,2,15,2,31,4,0,3,0,14,10,4,0,0,0,0,0,0,0,0,0,0,3
WASHINGTON,Cities,Colville,"4,777",105,47,57,1,44,2,38,4,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,48,0,0,41,1,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WASHINGTON,Cities,Connell,"5,765",117,38,66,13,36,3,33,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,7,1,34,0,0,5,3,0,0,0,0,2,0,17,0,0,0,0,0,2,0,15,2,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,0,3
WASHINGTON,Cities,Coulee Dam,"1,076",44,19,20,5,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,3,0,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Cities,Darrington,"1,414",85,36,47,2,34,7,23,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,9,1,14,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,11,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
WASHINGTON,Cities,Des Moines,"31,460","1,865",349,"1,469",47,327,43,245,39,2,2,0,0,0,0,0,3,17,11,0,0,5,0,1,9,0,197,21,166,2,2,91,17,2,72,0,0,0,0,655,4,17,28,37,1,285,27,256,245,55,26,0,24,21,3,0,0,0,0,0,1,0,0,0,0,22
WASHINGTON,Cities,Dupont,"9,678",323,57,223,43,50,27,22,1,0,0,0,0,0,0,0,0,7,3,0,1,2,0,1,1,0,15,2,50,0,0,50,2,23,22,1,2,0,0,93,0,3,0,6,0,48,3,33,7,0,5,0,39,27,12,0,0,0,0,0,1,0,0,0,0,3
WASHINGTON,Cities,Duvall,"7,980",100,8,89,3,7,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,8,0,0,37,0,36,0,0,0,1,0,28,0,0,7,2,0,14,0,5,4,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Cities,East Wenatchee,"14,097",808,114,585,109,103,11,91,1,0,0,0,0,0,0,0,2,9,4,0,0,3,0,2,1,0,34,37,109,0,0,35,11,16,0,0,0,8,0,336,0,0,115,2,0,82,8,129,16,2,15,1,91,64,27,0,0,0,0,0,0,0,0,0,0,17
WASHINGTON,Cities,Eatonville,"3,027",132,32,83,17,28,2,26,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,1,0,13,5,20,0,1,6,2,2,0,0,2,0,0,27,0,0,1,3,1,8,1,13,8,1,1,0,11,10,1,0,0,0,0,0,4,0,0,0,0,2
WASHINGTON,Cities,Edgewood,"11,510",473,74,384,15,64,11,49,4,0,0,0,0,0,0,0,0,10,2,0,0,5,0,3,1,0,60,9,94,0,0,35,13,13,8,0,1,0,0,146,2,0,14,2,0,48,6,74,32,2,5,0,10,7,3,0,0,0,0,0,0,0,0,0,0,5
WASHINGTON,Cities,Edmonds,"42,565","2,025",230,"1,441",354,199,31,117,51,3,3,0,0,0,0,0,6,22,13,2,0,7,0,0,2,1,134,47,268,2,3,222,72,68,7,0,0,71,4,645,0,2,249,76,0,139,30,149,69,16,32,3,327,148,179,0,0,0,0,0,1,3,2,1,0,20
WASHINGTON,Cities,Ellensburg,"20,616","1,259",203,908,148,172,23,143,6,1,0,1,0,0,0,0,0,30,12,1,1,14,0,2,5,0,86,12,191,5,2,56,0,31,24,0,1,0,0,504,1,0,95,17,1,116,22,252,27,5,15,0,120,91,29,0,0,0,0,0,5,0,0,0,0,23
WASHINGTON,Cities,Elma,"3,089",236,77,133,26,72,5,34,33,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,1,0,17,2,32,0,0,15,15,0,0,0,0,0,0,59,0,0,7,1,0,6,11,34,7,0,0,0,19,14,5,0,0,0,0,0,1,0,0,0,0,6
WASHINGTON,Cities,Enumclaw,"11,882",498,72,368,58,62,1,59,2,0,0,0,0,0,0,0,0,10,5,0,0,4,0,1,0,0,38,11,81,1,0,32,21,1,10,0,0,0,0,172,0,0,43,21,0,36,9,63,23,3,7,0,48,32,16,0,0,0,0,0,1,0,0,0,0,9
WASHINGTON,Cities,Ephrata,"8,062",689,147,499,43,127,12,89,26,0,0,0,0,0,0,0,3,17,1,0,0,16,0,0,2,0,80,18,20,4,0,48,28,16,3,0,1,0,0,293,0,0,82,29,0,79,1,102,28,3,3,0,33,33,0,0,0,0,0,0,2,0,0,0,0,8
WASHINGTON,Cities,Everett,"111,091","10,914","1,333","7,758","1,823","1,217",203,850,164,5,5,0,0,0,0,0,25,86,53,2,0,27,1,3,13,0,649,228,"1,522",7,9,432,22,7,36,0,0,364,3,"3,622",10,14,842,320,3,835,172,"1,426",963,110,203,1,"1,655",659,996,0,0,0,0,0,9,17,14,1,2,141
WASHINGTON,Cities,Federal Way,"97,762","7,766","1,176","6,135",455,"1,050",197,823,30,2,0,1,1,0,0,0,17,107,49,2,0,50,2,4,14,0,654,108,812,4,7,366,185,95,50,0,36,0,0,"3,046",7,58,637,154,6,"1,265",171,748,779,211,134,1,319,186,133,0,0,0,0,0,14,1,1,0,0,120
WASHINGTON,Cities,Ferndale,"14,439",633,113,479,41,102,13,56,33,0,0,0,0,0,0,0,2,9,2,0,0,6,0,1,2,0,43,30,94,0,3,8,0,5,3,0,0,0,0,268,0,0,6,0,0,0,0,262,18,1,12,0,30,21,9,0,0,0,0,0,2,0,0,0,0,9
WASHINGTON,Cities,Fircrest,"6,839",315,60,231,24,50,11,38,1,0,0,0,0,0,0,0,3,7,1,0,0,6,0,0,1,0,24,8,55,0,2,36,9,3,22,0,2,0,0,81,0,1,2,9,0,43,2,24,6,4,14,0,19,12,7,0,0,0,0,0,1,0,0,0,0,4
WASHINGTON,Cities,Forks,"3,874",249,84,113,52,73,8,46,19,0,0,0,0,0,0,0,0,11,2,0,1,7,0,1,0,0,12,5,28,0,0,0,0,0,0,0,0,0,0,56,0,1,21,2,0,1,1,30,10,0,2,0,46,16,30,0,0,0,0,0,1,0,0,0,0,5
WASHINGTON,Cities,Gig Harbor,"9,909",919,86,749,84,78,14,63,1,0,0,0,0,0,0,0,0,8,2,1,1,4,0,0,2,0,47,20,120,0,1,61,13,13,33,0,2,0,0,458,1,4,167,15,1,136,11,123,23,4,13,0,72,53,19,0,0,0,0,0,1,0,0,0,0,11
WASHINGTON,Cities,Gold Bar,"2,323",93,20,65,8,19,2,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,5,14,0,0,1,0,0,0,0,0,1,0,23,0,0,1,5,0,4,4,9,2,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,1
WASHINGTON,Cities,Goldendale,"3,496",131,18,99,14,14,1,13,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,47,0,0,16,0,0,10,2,19,3,0,1,0,11,11,0,0,0,0,0,0,1,0,0,0,0,2
WASHINGTON,Cities,Grand Coulee,"2,047",138,33,93,12,31,1,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,31,0,13,0,0,1,1,0,0,0,0,0,0,38,0,0,5,12,2,15,1,3,10,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,1
WASHINGTON,Cities,Grandview,"11,163",452,102,301,49,94,4,79,11,0,0,0,0,0,0,0,3,5,1,0,0,4,0,0,3,0,40,3,81,0,0,10,6,1,2,0,0,0,1,142,0,4,32,1,0,45,2,58,20,2,0,0,37,27,10,0,0,0,0,0,1,0,0,0,0,11
WASHINGTON,Cities,Granite Falls,"3,634",168,47,107,14,47,3,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,19,0,0,0,0,0,0,0,0,0,0,52,4,0,12,3,0,10,5,18,11,0,0,1,10,6,4,0,0,0,0,0,1,0,0,0,0,2
WASHINGTON,Cities,Hoquiam,"8,469",677,160,357,160,143,8,101,34,0,0,0,0,0,0,0,2,15,2,0,0,13,0,0,2,0,54,0,69,0,0,7,5,1,1,0,0,0,0,206,0,4,37,4,1,19,41,100,13,3,3,0,145,79,66,0,0,0,0,0,2,0,0,0,0,13
WASHINGTON,Cities,Index,210,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASHINGTON,Cities,Issaquah,"38,606","2,402",181,"2,052",169,161,7,141,13,0,0,0,0,0,0,0,1,19,15,1,0,3,0,0,2,0,131,17,490,1,0,136,110,6,1,0,1,18,0,"1,165",3,6,372,123,0,404,30,227,90,7,13,0,160,79,81,0,0,0,0,0,1,0,0,0,0,8
WASHINGTON,Cities,Kalama,"2,737",119,27,72,20,25,0,17,8,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,12,0,15,0,1,8,4,4,0,0,0,0,0,32,0,0,2,5,0,7,3,15,1,1,2,0,19,17,2,0,0,0,0,0,0,0,0,0,0,1
WASHINGTON,Cities,Kelso,"12,164","1,367",317,836,214,299,37,203,59,0,0,0,0,0,0,0,0,18,13,0,0,5,0,0,6,0,78,17,176,0,0,121,19,81,21,0,0,0,0,375,0,0,107,19,2,96,5,146,47,4,12,0,173,162,11,0,0,0,0,0,0,0,0,0,0,41
WASHINGTON,Cities,Kennewick,"82,687","5,503","1,094","3,737",672,928,85,712,131,3,3,0,0,4,3,1,12,147,36,0,0,110,0,1,21,0,294,77,929,3,6,430,281,72,1,0,17,58,1,"1,720",0,0,400,8,0,334,17,961,158,35,64,4,536,433,103,0,0,0,0,0,22,4,4,0,0,106
WASHINGTON,Cities,Kent,"129,870","12,329","2,192","9,471",666,"1,994",165,"1,544",285,5,5,0,0,8,3,5,24,161,75,17,0,52,0,17,13,0,827,139,"2,105",24,9,585,108,182,277,2,15,1,0,"4,173",15,30,690,595,10,"1,588",168,"1,077","1,156",198,242,1,435,430,5,0,0,0,0,0,18,61,14,14,33,151
WASHINGTON,Cities,Kettle Falls,"1,616",87,41,43,3,39,3,29,7,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,12,2,12,1,0,4,0,1,1,0,2,0,0,11,0,0,5,0,0,1,0,5,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
WASHINGTON,Cities,Kirkland,"89,805","3,825",552,"3,113",160,509,58,302,149,1,0,0,1,0,0,0,7,35,22,4,0,4,2,3,12,0,263,77,610,8,7,53,22,10,21,0,0,0,0,"1,846",8,8,179,88,1,286,48,"1,228",177,17,43,0,136,86,50,0,0,0,0,0,5,5,1,4,0,14
